SessionId,SessionDate,SessionStartTime,SessionEndTime,SessionVenueId,NumberofBeds,Numberofconsultants,NumberofNurses,NumberInvited,NumberAttended,NumberofDonations,TotalBloodCollected
1800,2015-12-06,2015-12-06 09:00:00,2015-12-06 14:00:00,5,6,1,3,30,12,5,3
1801,2015-12-07,2015-12-07 09:00:00,2015-12-07 14:00:00,5,6,1,3,30,12,5,3
1802,2015-12-08,2015-12-08 09:00:00,2015-12-08 14:00:00,5,6,1,3,30,12,5,3
1803,2015-12-09,2015-12-09 09:00:00,2015-12-09 14:00:00,5,6,1,3,30,12,5,3
1804,2015-12-10,2015-12-10 09:00:00,2015-12-10 14:00:00,5,6,1,3,30,12,5,3
1805,2015-12-11,2015-12-11 09:00:00,2015-12-11 14:00:00,5,6,1,3,30,12,5,3
1806,2015-12-12,2015-12-12 09:00:00,2015-12-12 14:00:00,5,6,1,3,30,12,5,3
1807,2015-12-13,2015-12-13 09:00:00,2015-12-13 14:00:00,5,6,1,3,30,12,5,3
1808,2015-12-14,2015-12-14 09:00:00,2015-12-14 14:00:00,5,6,1,3,30,12,5,3
1809,2015-12-15,2015-12-15 09:00:00,2015-12-15 14:00:00,5,6,1,3,30,12,5,3
1810,2015-12-16,2015-12-16 09:00:00,2015-12-16 14:00:00,5,6,1,3,30,12,5,3
1811,2015-12-17,2015-12-17 09:00:00,2015-12-17 14:00:00,5,6,1,3,30,12,5,3
1812,2015-12-18,2015-12-18 09:00:00,2015-12-18 14:00:00,5,6,1,3,30,12,5,3
1813,2015-12-19,2015-12-19 09:00:00,2015-12-19 14:00:00,5,6,1,3,30,12,5,3
1814,2015-12-20,2015-12-20 09:00:00,2015-12-20 14:00:00,5,6,1,3,30,12,5,3
1815,2015-12-21,2015-12-21 09:00:00,2015-12-21 14:00:00,5,6,1,3,30,12,5,3
1816,2015-12-22,2015-12-22 09:00:00,2015-12-22 14:00:00,5,6,1,3,30,12,5,3
1817,2015-12-23,2015-12-23 09:00:00,2015-12-23 14:00:00,5,6,1,3,30,12,5,3
1818,2015-12-24,2015-12-24 09:00:00,2015-12-24 14:00:00,5,6,1,3,30,12,5,3
1819,2015-12-25,2015-12-25 09:00:00,2015-12-25 14:00:00,5,6,1,3,30,12,5,3
1820,2015-12-26,2015-12-26 09:00:00,2015-12-26 14:00:00,5,6,1,3,30,12,5,3
1821,2015-12-27,2015-12-27 09:00:00,2015-12-27 14:00:00,5,6,1,3,30,12,5,3
1822,2015-12-28,2015-12-28 09:00:00,2015-12-28 14:00:00,5,6,1,3,30,12,5,3
1823,2015-12-29,2015-12-29 09:00:00,2015-12-29 14:00:00,5,6,1,3,30,12,5,3
1824,2015-12-30,2015-12-30 09:00:00,2015-12-30 14:00:00,5,6,1,3,30,12,5,3
1825,2015-12-31,2015-12-31 09:00:00,2015-12-31 14:00:00,5,6,1,3,30,12,5,3
1826,2015-01-01,2015-01-01 09:00:00,2015-01-01 14:00:00,6,9,4,8,200,144,110,63
1827,2015-01-02,2015-01-02 09:00:00,2015-01-02 14:00:00,6,9,4,8,200,144,110,63
1828,2015-01-03,2015-01-03 09:00:00,2015-01-03 14:00:00,6,9,4,8,200,144,110,63
1829,2015-01-04,2015-01-04 09:00:00,2015-01-04 14:00:00,6,9,4,8,200,144,110,63
1830,2015-01-05,2015-01-05 09:00:00,2015-01-05 14:00:00,6,9,4,8,200,144,110,63
1831,2015-01-06,2015-01-06 09:00:00,2015-01-06 14:00:00,6,9,4,8,200,144,110,63
1832,2015-01-07,2015-01-07 09:00:00,2015-01-07 14:00:00,6,9,4,8,200,144,110,63
1833,2015-01-08,2015-01-08 09:00:00,2015-01-08 14:00:00,6,9,4,8,200,144,110,63
1834,2015-01-09,2015-01-09 09:00:00,2015-01-09 14:00:00,6,9,4,8,200,144,110,63
1835,2015-01-10,2015-01-10 09:00:00,2015-01-10 14:00:00,6,9,4,8,200,144,110,63
1836,2015-01-11,2015-01-11 09:00:00,2015-01-11 14:00:00,6,9,4,8,200,144,110,63
1837,2015-01-12,2015-01-12 09:00:00,2015-01-12 14:00:00,6,9,4,8,200,144,110,63
1838,2015-01-13,2015-01-13 09:00:00,2015-01-13 14:00:00,6,9,4,8,200,144,110,63
1839,2015-01-14,2015-01-14 09:00:00,2015-01-14 14:00:00,6,9,4,8,200,144,110,63
1840,2015-01-15,2015-01-15 09:00:00,2015-01-15 14:00:00,6,9,4,8,200,144,110,63
1841,2015-01-16,2015-01-16 09:00:00,2015-01-16 14:00:00,6,9,4,8,200,144,110,63
1842,2015-01-17,2015-01-17 09:00:00,2015-01-17 14:00:00,6,9,4,8,200,144,110,63
1843,2015-01-18,2015-01-18 09:00:00,2015-01-18 14:00:00,6,9,4,8,200,144,110,63
1844,2015-01-19,2015-01-19 09:00:00,2015-01-19 14:00:00,6,9,4,8,200,144,110,63
1845,2015-01-20,2015-01-20 09:00:00,2015-01-20 14:00:00,6,9,4,8,200,144,110,63
1846,2015-01-21,2015-01-21 09:00:00,2015-01-21 14:00:00,6,9,4,8,200,144,110,63
1847,2015-01-22,2015-01-22 09:00:00,2015-01-22 14:00:00,6,9,4,8,200,144,110,63
1848,2015-01-23,2015-01-23 09:00:00,2015-01-23 14:00:00,6,9,4,8,200,144,110,63
1849,2015-01-24,2015-01-24 09:00:00,2015-01-24 14:00:00,6,9,4,8,200,144,110,63
1850,2015-01-25,2015-01-25 09:00:00,2015-01-25 14:00:00,6,9,4,8,200,144,110,63
1851,2015-01-26,2015-01-26 09:00:00,2015-01-26 14:00:00,6,9,4,8,200,144,110,63
1852,2015-01-27,2015-01-27 09:00:00,2015-01-27 14:00:00,6,9,4,8,200,144,110,63
1853,2015-01-28,2015-01-28 09:00:00,2015-01-28 14:00:00,6,9,4,8,200,144,110,63
1854,2015-01-29,2015-01-29 09:00:00,2015-01-29 14:00:00,6,9,4,8,200,144,110,63
1855,2015-01-30,2015-01-30 09:00:00,2015-01-30 14:00:00,6,9,4,8,200,144,110,63
1856,2015-01-31,2015-01-31 09:00:00,2015-01-31 14:00:00,6,9,4,8,200,144,110,63
1857,2015-02-01,2015-02-01 09:00:00,2015-02-01 14:00:00,6,9,4,8,200,144,110,63
1858,2015-02-02,2015-02-02 09:00:00,2015-02-02 14:00:00,6,9,4,8,200,144,110,63
1859,2015-02-03,2015-02-03 09:00:00,2015-02-03 14:00:00,6,9,4,8,200,144,110,63
1860,2015-02-04,2015-02-04 09:00:00,2015-02-04 14:00:00,6,9,4,8,200,144,110,63
1861,2015-02-05,2015-02-05 09:00:00,2015-02-05 14:00:00,6,9,4,8,200,144,110,63
1862,2015-02-06,2015-02-06 09:00:00,2015-02-06 14:00:00,6,9,4,8,200,144,110,63
1863,2015-02-07,2015-02-07 09:00:00,2015-02-07 14:00:00,6,9,4,8,200,144,110,63
1864,2015-02-08,2015-02-08 09:00:00,2015-02-08 14:00:00,6,9,4,8,200,144,110,63
1865,2015-02-09,2015-02-09 09:00:00,2015-02-09 14:00:00,6,9,4,8,200,144,110,63
1866,2015-02-10,2015-02-10 09:00:00,2015-02-10 14:00:00,6,9,4,8,200,144,110,63
1867,2015-02-11,2015-02-11 09:00:00,2015-02-11 14:00:00,6,9,4,8,200,144,110,63
1868,2015-02-12,2015-02-12 09:00:00,2015-02-12 14:00:00,6,9,4,8,200,144,110,63
1869,2015-02-13,2015-02-13 09:00:00,2015-02-13 14:00:00,6,9,4,8,200,144,110,63
1870,2015-02-14,2015-02-14 09:00:00,2015-02-14 14:00:00,6,9,4,8,200,144,110,63
1871,2015-02-15,2015-02-15 09:00:00,2015-02-15 14:00:00,6,9,4,8,200,144,110,63
1872,2015-02-16,2015-02-16 09:00:00,2015-02-16 14:00:00,6,9,4,8,200,144,110,63
1873,2015-02-17,2015-02-17 09:00:00,2015-02-17 14:00:00,6,9,4,8,200,144,110,63
1874,2015-02-18,2015-02-18 09:00:00,2015-02-18 14:00:00,6,9,4,8,200,144,110,63
1875,2015-02-19,2015-02-19 09:00:00,2015-02-19 14:00:00,6,9,4,8,200,144,110,63
1876,2015-02-20,2015-02-20 09:00:00,2015-02-20 14:00:00,6,9,4,8,200,144,110,63
1877,2015-02-21,2015-02-21 09:00:00,2015-02-21 14:00:00,6,9,4,8,200,144,110,63
1878,2015-02-22,2015-02-22 09:00:00,2015-02-22 14:00:00,6,9,4,8,200,144,110,63
1879,2015-02-23,2015-02-23 09:00:00,2015-02-23 14:00:00,6,9,4,8,200,144,110,63
1880,2015-02-24,2015-02-24 09:00:00,2015-02-24 14:00:00,6,9,4,8,200,144,110,63
1881,2015-02-25,2015-02-25 09:00:00,2015-02-25 14:00:00,6,9,4,8,200,144,110,63
1882,2015-02-26,2015-02-26 09:00:00,2015-02-26 14:00:00,6,9,4,8,200,144,110,63
1883,2015-02-27,2015-02-27 09:00:00,2015-02-27 14:00:00,6,9,4,8,200,144,110,63
1884,2015-02-28,2015-02-28 09:00:00,2015-02-28 14:00:00,6,9,4,8,200,144,110,63
1885,2015-03-01,2015-03-01 09:00:00,2015-03-01 14:00:00,6,9,4,8,200,144,110,63
1886,2015-03-02,2015-03-02 09:00:00,2015-03-02 14:00:00,6,9,4,8,200,144,110,63
1887,2015-03-03,2015-03-03 09:00:00,2015-03-03 14:00:00,6,9,4,8,200,144,110,63
1888,2015-03-04,2015-03-04 09:00:00,2015-03-04 14:00:00,6,9,4,8,200,144,110,63
1889,2015-03-05,2015-03-05 09:00:00,2015-03-05 14:00:00,6,9,4,8,200,144,110,63
1890,2015-03-06,2015-03-06 09:00:00,2015-03-06 14:00:00,6,9,4,8,200,144,110,63
1891,2015-03-07,2015-03-07 09:00:00,2015-03-07 14:00:00,6,9,4,8,200,144,110,63
1892,2015-03-08,2015-03-08 09:00:00,2015-03-08 14:00:00,6,9,4,8,200,144,110,63
1893,2015-03-09,2015-03-09 09:00:00,2015-03-09 14:00:00,6,9,4,8,200,144,110,63
1894,2015-03-10,2015-03-10 09:00:00,2015-03-10 14:00:00,6,9,4,8,200,144,110,63
1895,2015-03-11,2015-03-11 09:00:00,2015-03-11 14:00:00,6,9,4,8,200,144,110,63
1896,2015-03-12,2015-03-12 09:00:00,2015-03-12 14:00:00,6,9,4,8,200,144,110,63
1897,2015-03-13,2015-03-13 09:00:00,2015-03-13 14:00:00,6,9,4,8,200,144,110,63
1898,2015-03-14,2015-03-14 09:00:00,2015-03-14 14:00:00,6,9,4,8,200,144,110,63
1899,2015-03-15,2015-03-15 09:00:00,2015-03-15 14:00:00,6,9,4,8,200,144,110,63
1900,2015-03-16,2015-03-16 09:00:00,2015-03-16 14:00:00,6,9,4,8,200,144,110,63
1901,2015-03-17,2015-03-17 09:00:00,2015-03-17 14:00:00,6,9,4,8,200,144,110,63
1902,2015-03-18,2015-03-18 09:00:00,2015-03-18 14:00:00,6,9,4,8,200,144,110,63
1903,2015-03-19,2015-03-19 09:00:00,2015-03-19 14:00:00,6,9,4,8,200,144,110,63
1904,2015-03-20,2015-03-20 09:00:00,2015-03-20 14:00:00,6,9,4,8,200,144,110,63
1905,2015-03-21,2015-03-21 09:00:00,2015-03-21 14:00:00,6,9,4,8,200,144,110,63
1906,2015-03-22,2015-03-22 09:00:00,2015-03-22 14:00:00,6,9,4,8,200,144,110,63
1907,2015-03-23,2015-03-23 09:00:00,2015-03-23 14:00:00,6,9,4,8,200,144,110,63
1908,2015-03-24,2015-03-24 09:00:00,2015-03-24 14:00:00,6,9,4,8,200,144,110,63
1909,2015-03-25,2015-03-25 09:00:00,2015-03-25 14:00:00,6,9,4,8,200,144,110,63
1910,2015-03-26,2015-03-26 09:00:00,2015-03-26 14:00:00,6,9,4,8,200,144,110,63
1911,2015-03-27,2015-03-27 09:00:00,2015-03-27 14:00:00,6,9,4,8,200,144,110,63
1912,2015-03-28,2015-03-28 09:00:00,2015-03-28 14:00:00,6,9,4,8,200,144,110,63
1913,2015-03-29,2015-03-29 09:00:00,2015-03-29 14:00:00,6,9,4,8,200,144,110,63
1914,2015-03-30,2015-03-30 09:00:00,2015-03-30 14:00:00,6,9,4,8,200,144,110,63
1915,2015-03-31,2015-03-31 09:00:00,2015-03-31 14:00:00,6,9,4,8,200,144,110,63
1916,2015-04-01,2015-04-01 09:00:00,2015-04-01 14:00:00,6,9,4,8,200,144,110,63
1917,2015-04-02,2015-04-02 09:00:00,2015-04-02 14:00:00,6,9,4,8,200,144,110,63
1918,2015-04-03,2015-04-03 09:00:00,2015-04-03 14:00:00,6,9,4,8,200,144,110,63
1919,2015-04-04,2015-04-04 09:00:00,2015-04-04 14:00:00,6,9,4,8,200,144,110,63
1920,2015-04-05,2015-04-05 09:00:00,2015-04-05 14:00:00,6,9,4,8,200,144,110,63
1921,2015-04-06,2015-04-06 09:00:00,2015-04-06 14:00:00,6,9,4,8,200,144,110,63
1922,2015-04-07,2015-04-07 09:00:00,2015-04-07 14:00:00,6,9,4,8,200,144,110,63
1923,2015-04-08,2015-04-08 09:00:00,2015-04-08 14:00:00,6,9,4,8,200,144,110,63
1924,2015-04-09,2015-04-09 09:00:00,2015-04-09 14:00:00,6,9,4,8,200,144,110,63
1925,2015-04-10,2015-04-10 09:00:00,2015-04-10 14:00:00,6,9,4,8,200,144,110,63
1926,2015-04-11,2015-04-11 09:00:00,2015-04-11 14:00:00,6,9,4,8,200,144,110,63
1927,2015-04-12,2015-04-12 09:00:00,2015-04-12 14:00:00,6,9,4,8,200,144,110,63
1928,2015-04-13,2015-04-13 09:00:00,2015-04-13 14:00:00,6,9,4,8,200,144,110,63
1929,2015-04-14,2015-04-14 09:00:00,2015-04-14 14:00:00,6,9,4,8,200,144,110,63
1930,2015-04-15,2015-04-15 09:00:00,2015-04-15 14:00:00,6,9,4,8,200,144,110,63
1931,2015-04-16,2015-04-16 09:00:00,2015-04-16 14:00:00,6,9,4,8,200,144,110,63
1932,2015-04-17,2015-04-17 09:00:00,2015-04-17 14:00:00,6,9,4,8,200,144,110,63
1933,2015-04-18,2015-04-18 09:00:00,2015-04-18 14:00:00,6,9,4,8,200,144,110,63
1934,2015-04-19,2015-04-19 09:00:00,2015-04-19 14:00:00,6,9,4,8,200,144,110,63
1935,2015-04-20,2015-04-20 09:00:00,2015-04-20 14:00:00,6,9,4,8,200,144,110,63
1936,2015-04-21,2015-04-21 09:00:00,2015-04-21 14:00:00,6,9,4,8,200,144,110,63
1937,2015-04-22,2015-04-22 09:00:00,2015-04-22 14:00:00,6,9,4,8,200,144,110,63
1938,2015-04-23,2015-04-23 09:00:00,2015-04-23 14:00:00,6,9,4,8,200,144,110,63
1939,2015-04-24,2015-04-24 09:00:00,2015-04-24 14:00:00,6,9,4,8,200,144,110,63
1940,2015-04-25,2015-04-25 09:00:00,2015-04-25 14:00:00,6,9,4,8,200,144,110,63
1941,2015-04-26,2015-04-26 09:00:00,2015-04-26 14:00:00,6,9,4,8,200,144,110,63
1942,2015-04-27,2015-04-27 09:00:00,2015-04-27 14:00:00,6,9,4,8,200,144,110,63
1943,2015-04-28,2015-04-28 09:00:00,2015-04-28 14:00:00,6,9,4,8,200,144,110,63
1944,2015-04-29,2015-04-29 09:00:00,2015-04-29 14:00:00,6,9,4,8,200,144,110,63
1945,2015-04-30,2015-04-30 09:00:00,2015-04-30 14:00:00,6,9,4,8,200,144,110,63
1946,2015-05-01,2015-05-01 09:00:00,2015-05-01 14:00:00,6,9,4,8,200,144,110,63
1947,2015-05-02,2015-05-02 09:00:00,2015-05-02 14:00:00,6,9,4,8,200,144,110,63
1948,2015-05-03,2015-05-03 09:00:00,2015-05-03 14:00:00,6,9,4,8,200,144,110,63
1949,2015-05-04,2015-05-04 09:00:00,2015-05-04 14:00:00,6,9,4,8,200,144,110,63
1950,2015-05-05,2015-05-05 09:00:00,2015-05-05 14:00:00,6,9,4,8,200,144,110,63
1951,2015-05-06,2015-05-06 09:00:00,2015-05-06 14:00:00,6,9,4,8,200,144,110,63
1952,2015-05-07,2015-05-07 09:00:00,2015-05-07 14:00:00,6,9,4,8,200,144,110,63
1953,2015-05-08,2015-05-08 09:00:00,2015-05-08 14:00:00,6,9,4,8,200,144,110,63
1954,2015-05-09,2015-05-09 09:00:00,2015-05-09 14:00:00,6,9,4,8,200,144,110,63
1955,2015-05-10,2015-05-10 09:00:00,2015-05-10 14:00:00,6,9,4,8,200,144,110,63
1956,2015-05-11,2015-05-11 09:00:00,2015-05-11 14:00:00,6,9,4,8,200,144,110,63
1957,2015-05-12,2015-05-12 09:00:00,2015-05-12 14:00:00,6,9,4,8,200,144,110,63
1958,2015-05-13,2015-05-13 09:00:00,2015-05-13 14:00:00,6,9,4,8,200,144,110,63
1959,2015-05-14,2015-05-14 09:00:00,2015-05-14 14:00:00,6,9,4,8,200,144,110,63
1960,2015-05-15,2015-05-15 09:00:00,2015-05-15 14:00:00,6,9,4,8,200,144,110,63
1961,2015-05-16,2015-05-16 09:00:00,2015-05-16 14:00:00,6,9,4,8,200,144,110,63
1962,2015-05-17,2015-05-17 09:00:00,2015-05-17 14:00:00,6,9,4,8,200,144,110,63
1963,2015-05-18,2015-05-18 09:00:00,2015-05-18 14:00:00,6,9,4,8,200,144,110,63
1964,2015-05-19,2015-05-19 09:00:00,2015-05-19 14:00:00,6,9,4,8,200,144,110,63
1965,2015-05-20,2015-05-20 09:00:00,2015-05-20 14:00:00,6,9,4,8,200,144,110,63
1966,2015-05-21,2015-05-21 09:00:00,2015-05-21 14:00:00,6,9,4,8,200,144,110,63
1967,2015-05-22,2015-05-22 09:00:00,2015-05-22 14:00:00,6,9,4,8,200,144,110,63
1968,2015-05-23,2015-05-23 09:00:00,2015-05-23 14:00:00,6,9,4,8,200,144,110,63
1969,2015-05-24,2015-05-24 09:00:00,2015-05-24 14:00:00,6,9,4,8,200,144,110,63
1970,2015-05-25,2015-05-25 09:00:00,2015-05-25 14:00:00,6,9,4,8,200,144,110,63
1971,2015-05-26,2015-05-26 09:00:00,2015-05-26 14:00:00,6,9,4,8,200,144,110,63
1972,2015-05-27,2015-05-27 09:00:00,2015-05-27 14:00:00,6,9,4,8,200,144,110,63
1973,2015-05-28,2015-05-28 09:00:00,2015-05-28 14:00:00,6,9,4,8,200,144,110,63
1974,2015-05-29,2015-05-29 09:00:00,2015-05-29 14:00:00,6,9,4,8,200,144,110,63
1975,2015-05-30,2015-05-30 09:00:00,2015-05-30 14:00:00,6,9,4,8,200,144,110,63
1976,2015-05-31,2015-05-31 09:00:00,2015-05-31 14:00:00,6,9,4,8,200,144,110,63
1977,2015-06-01,2015-06-01 09:00:00,2015-06-01 14:00:00,6,9,4,8,200,144,110,63
1978,2015-06-02,2015-06-02 09:00:00,2015-06-02 14:00:00,6,9,4,8,200,144,110,63
1979,2015-06-03,2015-06-03 09:00:00,2015-06-03 14:00:00,6,9,4,8,200,144,110,63
1980,2015-06-04,2015-06-04 09:00:00,2015-06-04 14:00:00,6,9,4,8,200,144,110,63
1981,2015-06-05,2015-06-05 09:00:00,2015-06-05 14:00:00,6,9,4,8,200,144,110,63
1982,2015-06-06,2015-06-06 09:00:00,2015-06-06 14:00:00,6,9,4,8,200,144,110,63
1983,2015-06-07,2015-06-07 09:00:00,2015-06-07 14:00:00,6,9,4,8,200,144,110,63
1984,2015-06-08,2015-06-08 09:00:00,2015-06-08 14:00:00,6,9,4,8,200,144,110,63
1985,2015-06-09,2015-06-09 09:00:00,2015-06-09 14:00:00,6,9,4,8,200,144,110,63
1986,2015-06-10,2015-06-10 09:00:00,2015-06-10 14:00:00,6,9,4,8,200,144,110,63
1987,2015-06-11,2015-06-11 09:00:00,2015-06-11 14:00:00,6,9,4,8,200,144,110,63
1988,2015-06-12,2015-06-12 09:00:00,2015-06-12 14:00:00,6,9,4,8,200,144,110,63
1989,2015-06-13,2015-06-13 09:00:00,2015-06-13 14:00:00,6,9,4,8,200,144,110,63
1990,2015-06-14,2015-06-14 09:00:00,2015-06-14 14:00:00,6,9,4,8,200,144,110,63
1991,2015-06-15,2015-06-15 09:00:00,2015-06-15 14:00:00,6,9,4,8,200,144,110,63
1992,2015-06-16,2015-06-16 09:00:00,2015-06-16 14:00:00,6,9,4,8,200,144,110,63
1993,2015-06-17,2015-06-17 09:00:00,2015-06-17 14:00:00,6,9,4,8,200,144,110,63
1994,2015-06-18,2015-06-18 09:00:00,2015-06-18 14:00:00,6,9,4,8,200,144,110,63
1995,2015-06-19,2015-06-19 09:00:00,2015-06-19 14:00:00,6,9,4,8,200,144,110,63
1996,2015-06-20,2015-06-20 09:00:00,2015-06-20 14:00:00,6,9,4,8,200,144,110,63
1997,2015-06-21,2015-06-21 09:00:00,2015-06-21 14:00:00,6,9,4,8,200,144,110,63
1998,2015-06-22,2015-06-22 09:00:00,2015-06-22 14:00:00,6,9,4,8,200,144,110,63
1999,2015-06-23,2015-06-23 09:00:00,2015-06-23 14:00:00,6,9,4,8,200,144,110,63
2000,2015-06-24,2015-06-24 09:00:00,2015-06-24 14:00:00,6,9,4,8,200,144,110,63
2001,2015-06-25,2015-06-25 09:00:00,2015-06-25 14:00:00,6,9,4,8,200,144,110,63
2002,2015-06-26,2015-06-26 09:00:00,2015-06-26 14:00:00,6,9,4,8,200,144,110,63
2003,2015-06-27,2015-06-27 09:00:00,2015-06-27 14:00:00,6,9,4,8,200,144,110,63
2004,2015-06-28,2015-06-28 09:00:00,2015-06-28 14:00:00,6,9,4,8,200,144,110,63
2005,2015-06-29,2015-06-29 09:00:00,2015-06-29 14:00:00,6,9,4,8,200,144,110,63
2006,2015-06-30,2015-06-30 09:00:00,2015-06-30 14:00:00,6,9,4,8,200,144,110,63
2007,2015-07-01,2015-07-01 09:00:00,2015-07-01 14:00:00,6,9,4,8,200,144,110,63
2008,2015-07-02,2015-07-02 09:00:00,2015-07-02 14:00:00,6,9,4,8,200,144,110,63
2009,2015-07-03,2015-07-03 09:00:00,2015-07-03 14:00:00,6,9,4,8,200,144,110,63
2010,2015-07-04,2015-07-04 09:00:00,2015-07-04 14:00:00,6,9,4,8,200,144,110,63
2011,2015-07-05,2015-07-05 09:00:00,2015-07-05 14:00:00,6,9,4,8,200,144,110,63
2012,2015-07-06,2015-07-06 09:00:00,2015-07-06 14:00:00,6,9,4,8,200,144,110,63
2013,2015-07-07,2015-07-07 09:00:00,2015-07-07 14:00:00,6,9,4,8,200,144,110,63
2014,2015-07-08,2015-07-08 09:00:00,2015-07-08 14:00:00,6,9,4,8,200,144,110,63
2015,2015-07-09,2015-07-09 09:00:00,2015-07-09 14:00:00,6,9,4,8,200,144,110,63
2016,2015-07-10,2015-07-10 09:00:00,2015-07-10 14:00:00,6,9,4,8,200,144,110,63
2017,2015-07-11,2015-07-11 09:00:00,2015-07-11 14:00:00,6,9,4,8,200,144,110,63
2018,2015-07-12,2015-07-12 09:00:00,2015-07-12 14:00:00,6,9,4,8,200,144,110,63
2019,2015-07-13,2015-07-13 09:00:00,2015-07-13 14:00:00,6,9,4,8,200,144,110,63
2020,2015-07-14,2015-07-14 09:00:00,2015-07-14 14:00:00,6,9,4,8,200,144,110,63
2021,2015-07-15,2015-07-15 09:00:00,2015-07-15 14:00:00,6,9,4,8,200,144,110,63
2022,2015-07-16,2015-07-16 09:00:00,2015-07-16 14:00:00,6,9,4,8,200,144,110,63
2023,2015-07-17,2015-07-17 09:00:00,2015-07-17 14:00:00,6,9,4,8,200,144,110,63
2024,2015-07-18,2015-07-18 09:00:00,2015-07-18 14:00:00,6,9,4,8,200,144,110,63
2025,2015-07-19,2015-07-19 09:00:00,2015-07-19 14:00:00,6,9,4,8,200,144,110,63
2026,2015-07-20,2015-07-20 09:00:00,2015-07-20 14:00:00,6,9,4,8,200,144,110,63
2027,2015-07-21,2015-07-21 09:00:00,2015-07-21 14:00:00,6,9,4,8,200,144,110,63
2028,2015-07-22,2015-07-22 09:00:00,2015-07-22 14:00:00,6,9,4,8,200,144,110,63
2029,2015-07-23,2015-07-23 09:00:00,2015-07-23 14:00:00,6,9,4,8,200,144,110,63
2030,2015-07-24,2015-07-24 09:00:00,2015-07-24 14:00:00,6,9,4,8,200,144,110,63
2031,2015-07-25,2015-07-25 09:00:00,2015-07-25 14:00:00,6,9,4,8,200,144,110,63
2032,2015-07-26,2015-07-26 09:00:00,2015-07-26 14:00:00,6,9,4,8,200,144,110,63
2033,2015-07-27,2015-07-27 09:00:00,2015-07-27 14:00:00,6,9,4,8,200,144,110,63
2034,2015-07-28,2015-07-28 09:00:00,2015-07-28 14:00:00,6,9,4,8,200,144,110,63
2035,2015-07-29,2015-07-29 09:00:00,2015-07-29 14:00:00,6,9,4,8,200,144,110,63
2036,2015-07-30,2015-07-30 09:00:00,2015-07-30 14:00:00,6,9,4,8,200,144,110,63
2037,2015-07-31,2015-07-31 09:00:00,2015-07-31 14:00:00,6,9,4,8,200,144,110,63
2038,2015-08-01,2015-08-01 09:00:00,2015-08-01 14:00:00,6,9,4,7,150,91,68,39
2039,2015-08-02,2015-08-02 09:00:00,2015-08-02 14:00:00,6,9,4,7,150,87,65,37
2040,2015-08-03,2015-08-03 09:00:00,2015-08-03 14:00:00,6,9,4,7,150,87,65,37
2041,2015-08-04,2015-08-04 09:00:00,2015-08-04 14:00:00,6,9,4,7,150,87,65,37
2042,2015-08-05,2015-08-05 09:00:00,2015-08-05 14:00:00,6,9,4,7,150,87,65,37
2043,2015-08-06,2015-08-06 09:00:00,2015-08-06 14:00:00,6,9,4,7,150,87,65,37
2044,2015-08-07,2015-08-07 09:00:00,2015-08-07 14:00:00,6,9,4,7,150,87,65,37
2045,2015-08-08,2015-08-08 09:00:00,2015-08-08 14:00:00,6,9,4,7,150,87,65,37
2046,2015-08-09,2015-08-09 09:00:00,2015-08-09 14:00:00,6,9,4,7,150,87,65,37
2047,2015-08-10,2015-08-10 09:00:00,2015-08-10 14:00:00,6,9,4,7,150,87,65,37
2048,2015-08-11,2015-08-11 09:00:00,2015-08-11 14:00:00,6,9,4,7,150,87,65,37
2049,2015-08-12,2015-08-12 09:00:00,2015-08-12 14:00:00,6,9,4,7,150,87,65,37
2050,2015-08-13,2015-08-13 09:00:00,2015-08-13 14:00:00,6,9,4,7,150,87,65,37
2051,2015-08-14,2015-08-14 09:00:00,2015-08-14 14:00:00,6,9,4,7,150,87,65,37
2052,2015-08-15,2015-08-15 09:00:00,2015-08-15 14:00:00,6,9,4,7,150,87,65,37
2053,2015-08-16,2015-08-16 09:00:00,2015-08-16 14:00:00,6,9,4,7,150,87,65,37
2054,2015-08-17,2015-08-17 09:00:00,2015-08-17 14:00:00,6,9,4,7,150,87,65,37
2055,2015-08-18,2015-08-18 09:00:00,2015-08-18 14:00:00,6,9,4,7,150,87,65,37
2056,2015-08-19,2015-08-19 09:00:00,2015-08-19 14:00:00,6,9,4,7,150,87,65,37
2057,2015-08-20,2015-08-20 09:00:00,2015-08-20 14:00:00,6,9,4,7,150,87,65,37
2058,2015-08-21,2015-08-21 09:00:00,2015-08-21 14:00:00,6,9,4,7,150,87,65,37
2059,2015-08-22,2015-08-22 09:00:00,2015-08-22 14:00:00,6,9,4,7,150,87,65,37
2060,2015-08-23,2015-08-23 09:00:00,2015-08-23 14:00:00,6,9,4,7,150,87,65,37
2061,2015-08-24,2015-08-24 09:00:00,2015-08-24 14:00:00,6,9,4,7,150,87,65,37
2062,2015-08-25,2015-08-25 09:00:00,2015-08-25 14:00:00,6,9,4,7,150,87,65,37
2063,2015-08-26,2015-08-26 09:00:00,2015-08-26 14:00:00,6,9,4,7,150,87,65,37
2064,2015-08-27,2015-08-27 09:00:00,2015-08-27 14:00:00,6,9,4,7,150,87,65,37
2065,2015-08-28,2015-08-28 09:00:00,2015-08-28 14:00:00,6,9,4,7,150,87,65,37
2066,2015-08-29,2015-08-29 09:00:00,2015-08-29 14:00:00,6,9,4,7,150,87,65,37
