SessionDate,NumberInvited,NumberAttended,Numberof Donations,TotalBloodCollected,VenueLong,VenueLat,SurfaceTemperatureCelsius,RelativeHumidityPercent,SurfaceAirpressureKiloPascals,CloudCoveragePercent,ApparentTemperatureCelsius,WindSpeedKph,PrecipitationPreviousHourCentimeters,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph
2015-10-01,45,24,14,8,-2.5879,51.4545,6.6,75,102.1,99,1.8,34.8,0.00254,6.6,0,48.8
2015-01-03,30,12,5,3,-2.2426,53.4808,8.8,89,99.6,100,5.8,19.8,0.00254,8.8,0,67.9
2016-10-27,115,78,58,33,-1.5491,53.8008,1.6,92,100.2,99,-4.7,33,0.031,1.6,0.2,54.8
2016-02-25,115,88,66,38,-0.0558,51.5176,6.1,92,100.9,100,2.9,16.5,0,6.1,0,31
2017-04-29,115,78,58,33,0.1354,51.5154,3.5,87,100,21,-1,21.4,0,3.5,0,42.3
2016-08-11,45,38,26,15,0.1354,51.5154,6.8,76,101.4,5,2.5,28.9,0,6.8,0,53.8
2016-05-26,115,78,58,33,-1.5491,53.8008,5.4,88,97.9,88,-0.1,40.1,0.039,5.4,0,93.5
2016-05-26,115,78,58,33,-1.5491,53.8008,5.4,87,97.9,40,-0.1,38.4,0.034,5.4,0,77.6
2016-05-11,115,78,58,33,-1.5197,52.4068,5.4,87,100.2,83,2.2,15.4,0,5.4,0,26.2
2015-06-03,25,12,5,3,-2.5879,51.4545,16.9,78,101.8,4,16.9,6.5,0,16.9,0,21
2015-06-03,25,12,5,3,-2.5879,51.4545,16.5,78,101.8,2,16.5,12.3,0,16.5,0,38.8
2016-06-02,45,23,14,8,-0.0879,51.4992,8.7,85,101.8,99,6.6,12.4,0,8.7,0,32.9
2017-02-24,115,78,58,33,-1.8904,52.4862,5.3,94,101,99,1.9,17,0.00254,5.3,0,28.3
2015-11-06,50,23,14,8,-0.0558,51.5176,4.7,82,102.7,5,2.2,10.8,0,4.7,0,33.3
2016-06-29,45,24,14,8,-1.5491,53.8008,10.1,88,100,83,10.1,11.5,0.00254,10.1,0,26.2
2015-10-04,45,24,14,8,-3.1791,51.4816,11.6,85,102,99,11.6,50.1,0.00254,11.6,0,65.2
2015-04-17,45,24,14,8,-2.5879,51.4545,11.9,90,101.9,100,11.9,38.5,0.00254,11.9,0,49.3
2015-04-17,45,24,14,8,-2.5879,51.4545,11.9,89,101.9,100,11.9,39.4,0.00254,11.9,0,50.4
2015-02-05,50,23,14,8,-2.5879,51.4545,9.3,68,100.6,94,5.3,35.1,0.00254,9.3,0,45.1
2016-03-31,25,12,5,3,-2.5879,51.4545,13.8,73,101.6,52,13.8,24.9,0,13.8,0,31.6
2016-03-31,25,12,5,3,-2.5879,51.4545,13.9,71,101.6,69,13.9,22.1,0,13.9,0,29.2
2015-04-13,115,78,58,33,-1.8904,52.4862,14.3,82,99.6,61,14.3,11.6,0.071,14.3,0,27.9
2015-04-13,115,78,58,33,-1.8904,52.4862,13.9,86,99.5,81,13.9,12.6,0.101,13.9,0,26.6
2015-03-03,115,78,58,33,-1.5197,52.4068,16.8,65,98.7,24,16.8,17.8,0.00254,16.8,0,36.9
2015-03-03,115,78,58,33,-1.5197,52.4068,16.5,65,98.7,63,16.5,15.5,0,16.5,0,32.3
2015-02-06,30,12,5,3,-0.0558,51.5176,10.2,63,101.6,100,10.2,7.4,0,10.2,0,35
2015-02-06,30,12,5,3,-0.0558,51.5176,9.9,65,101.7,99,9,7.7,0,9.9,0,35.4
2017-02-20,82,67,49,28,-2.2426,53.4808,13.2,59,99.9,49,13.2,1.9,0,13.2,0,30
2017-02-20,82,67,49,28,-2.2426,53.4808,12.9,60,99.8,42,12.9,2.8,0,12.9,0,30.8
2015-01-18,25,12,5,3,-1.8904,52.4862,9.4,88,100.3,99,9,5.4,0.00254,9.4,0,17.6
2015-01-24,82,67,49,28,-2.5879,51.4545,13.1,82,100.5,93,13.1,43.2,0,13.1,0,55.6
2015-01-24,82,67,49,28,-2.5879,51.4545,13.1,85,100.4,78,13.1,47.7,0.022,13.1,0,61.8
2016-09-26,40,34,22,13,-0.0879,51.4992,23.9,45,101.7,5,23.9,10.4,0,23.9,0,25.7
2016-09-26,40,34,22,13,-0.0879,51.4992,24.6,41,101.7,5,24.6,11,0,24.6,0,26.8
2016-09-04,40,29,18,10,-1.8904,52.4862,6.1,95,99.5,99,2.5,19.7,0.03,6.1,0,37.2
2016-09-04,40,29,18,10,-1.8904,52.4862,6.6,92,99.5,100,3,20.8,0.00254,6.6,0,39.5
2017-01-30,30,12,5,3,-2.5879,51.4545,12.4,79,101.8,63,12.4,36.4,0.00254,12.4,0,46.7
2017-01-30,30,12,5,3,-2.5879,51.4545,12.4,78,101.8,75,12.4,35.5,0.00254,12.4,0,45.5
2017-02-10,30,12,5,3,0.1354,51.5154,20.2,67,101.5,99,20.2,12.4,0,20.2,0,30.1
2017-02-10,30,12,5,3,0.1354,51.5154,19.9,71,101.5,83,19.9,12.2,0,19.9,0,29.4
2015-06-27,40,23,14,8,-1.5197,52.4068,20.2,72,100.3,100,20.2,13.7,0,20.2,0,28.7
2015-06-27,40,23,14,8,-1.5197,52.4068,20,74,100.3,100,20,13.2,0,20,0,27.3
2016-01-27,35,20,11,6,-0.0879,51.4992,18.4,58,101.9,1,18.4,11.3,0,18.4,0,27.1
2016-01-27,35,20,11,6,-0.0879,51.4992,18.4,59,101.9,3,18.4,12.6,0,18.4,0,29.7
2015-07-29,50,23,14,8,0.1354,51.5154,7.5,97,98.3,97,3.9,23.3,0.00254,7.5,0,73.3
2016-02-04,45,23,14,8,-2.5879,51.4545,15.4,87,102,96,15.4,6.2,0,15.4,0,17.9
2016-02-04,45,23,14,8,-2.5879,51.4545,15.9,91,102,98,15.9,2.3,0,15.9,0,18.9
2016-06-30,115,78,58,33,-2.5879,51.4545,11.1,93,102.2,83,11.1,2.2,0,11.1,0,19.4
2017-04-28,200,144,110,63,-1.5197,52.4068,15.8,54,99.5,8,15.8,16.6,0.00254,15.8,0,44.9
2017-04-28,200,144,110,63,-1.5197,52.4068,15.8,54,99.5,2,15.8,16.9,0.00254,15.8,0,42.8
2015-10-01,115,78,58,33,-0.0881,51.5413,18.5,71,100.4,100,18.5,19.1,0.00254,18.5,0,43.8
2015-10-01,115,78,58,33,-0.0881,51.5413,19.7,62,100.4,90,19.7,21.6,0,19.7,0,49.2
2016-08-11,45,23,14,8,-3.1791,51.4816,14.1,94,101.7,100,14.1,19.2,0.00254,14.1,0,26.4
2016-08-11,45,23,14,8,-3.1791,51.4816,13.9,93,101.7,100,13.9,21.1,0.00254,13.9,0,26.2
2016-07-30,30,12,5,3,-0.0879,51.4992,17.1,59,101.8,0,17.1,13.7,0,17.1,0,31.7
2016-07-30,30,12,5,3,-0.0879,51.4992,17.2,56,101.7,1,17.2,12.5,0,17.2,0,29.1
2017-01-07,30,12,5,3,-0.0881,51.5413,23,68,100,21,23,25.8,0,23,0,57.6
2017-01-07,30,12,5,3,-0.0881,51.5413,22.3,68,100,43,22.3,25.9,0,22.3,0,57.4
2015-07-23,30,12,5,3,-1.5197,52.4068,14.8,91,97.5,100,14.8,11.1,0,14.8,0,31.9
2015-07-23,30,12,5,3,-1.5197,52.4068,15.4,91,97.5,100,15.4,9.3,0.00254,15.4,0,42.5
2015-05-05,40,23,14,8,-0.0879,51.4992,18.8,72,101.5,100,18.8,3.5,0,18.8,0,27.6
2015-05-05,40,23,14,8,-0.0879,51.4992,19.5,66,101.5,100,19.5,4.2,0,19.5,0,24.7
2015-10-02,200,144,110,63,-0.0881,51.5413,19.3,63,101.2,27,19.3,10.5,0.00254,19.3,0,27.9
2015-10-02,200,144,110,63,-0.0881,51.5413,20.2,56,101.2,10,20.2,12.1,0,20.2,0,28.6
2016-09-11,40,29,18,10,-1.5491,53.8008,15.1,81,99.4,99,15.1,6.8,0,15.1,0,41.5
2016-09-11,40,29,18,10,-1.5491,53.8008,15.6,78,99.3,96,15.6,6.1,0.00254,15.6,0,40.6
2015-09-01,30,12,5,3,0.1354,51.5154,12.4,72,100.4,100,12.4,17.6,0,12.4,0,39.1
2015-09-01,30,12,5,3,0.1354,51.5154,11.7,75,100.4,100,11.7,17.6,0.00254,11.7,0,40.2
2017-03-03,45,24,14,8,-2.5879,51.4545,12.4,74,102.2,10,12.4,19.2,0,12.4,0,26.2
2017-03-03,45,24,14,8,-2.5879,51.4545,13,70,102.1,5,13,14.6,0,13,0,28.2
2015-06-07,115,78,58,33,-2.5879,51.4545,14.7,90,100.5,85,14.7,34.6,0.028,14.7,0,47.8
2015-06-07,115,78,58,33,-2.5879,51.4545,14.8,89,100.6,53,14.8,33.4,0,14.8,0,49.3
2017-04-11,82,67,49,28,-2.2426,53.4808,12.5,78,98.4,95,12.5,11.2,0.021,12.5,0,26.9
2017-04-11,82,67,49,28,-2.2426,53.4808,13,75,98.4,97,13,9.9,0.021,13,0,31.7
2016-04-19,45,23,14,8,-1.5197,52.4068,5.9,89,99.6,50,2.2,20.8,0,5.9,0,54.7
2017-07-28,200,144,110,63,-1.8904,52.4862,13.6,82,99.3,98,13.6,6.7,0,13.6,0,35.4
2017-07-28,200,144,110,63,-1.8904,52.4862,14.4,76,99.2,99,14.4,9.9,0.00254,14.4,0,31.7
2017-06-15,82,67,49,28,-2.2426,53.4808,9.5,95,99.1,99,7.2,15.6,0.016,9.5,0,41
2017-06-15,82,67,49,28,-2.2426,53.4808,9.2,96,99.1,98,6.8,16.9,0.029,9.2,0,46.7
2015-09-20,40,29,18,10,-1.5491,53.8008,14.7,72,100.2,40,14.7,10.1,0,14.7,0,22.4
2016-06-01,45,23,14,8,-2.2426,53.4808,24.9,58,99.6,2,24.9,15.2,0,24.9,0,31.6
2015-11-17,60,55,39,22,-0.0881,51.5413,7.5,97,98.3,97,3.9,23.3,0.00254,7.5,0,73.3
2015-08-20,15,8,2,1,-1.5491,53.8008,20,76,99.4,96,20,20.6,0.00254,20,0,65.2
2015-08-20,15,8,2,1,-1.5491,53.8008,19.7,79,99.4,100,19.7,17.9,0,19.7,0,61.6
2016-12-07,50,23,14,8,-2.5879,51.4545,10.9,90,103.5,100,10.9,19.2,0,10.9,0,23.7
2016-09-17,35,20,11,6,-0.0881,51.5413,14,55,102.7,45,14,16.3,0,14,0,36.8
2016-09-17,35,20,11,6,-0.0881,51.5413,14.5,53,102.7,38,14.5,17.4,0,14.5,0,38.9
2015-06-07,200,144,110,63,-0.0558,51.5176,18.6,77,101.2,100,18.6,11.3,0.00254,18.6,0,34.7
2015-06-07,200,144,110,63,-0.0558,51.5176,19,76,101.2,100,19,8.4,0.00254,19,0,32.6
2016-01-01,25,12,5,3,-2.2426,53.4808,2.7,100,98.1,100,-1.5,17.8,0.103,2.7,0,33.2
2016-07-02,45,24,14,8,-0.0881,51.5413,20.3,65,101.1,90,20.3,10.9,0,20.3,0,27.2
2016-07-02,45,24,14,8,-0.0881,51.5413,21,63,101.1,51,21,11.8,0,21,0,29.7
2016-09-19,40,23,14,8,-1.5197,52.4068,5,76,99.2,11,1.5,17.2,0,5,0,46.3
2015-04-10,35,20,11,6,-2.2426,53.4808,1.1,78,99,96,-3,15.2,0,1.1,0,35.1
2016-09-07,25,12,5,3,-1.8904,52.4862,9.8,72,99.3,94,8.5,9.5,0.00254,9.8,0,43.5
2016-09-07,25,12,5,3,-1.8904,52.4862,10.1,70,99.3,86,10.1,9.5,0,10.1,0,44.5
2017-02-10,30,12,5,3,-1.8904,52.4862,12.6,82,100,76,12.6,10,0,12.6,0,20.3
2017-02-10,30,12,5,3,-1.8904,52.4862,13.9,78,100,65,13.9,9.8,0,13.9,0,20.1
2016-05-20,35,20,11,6,-0.0879,51.4992,19.9,44,101.2,30,19.9,10.6,0,19.9,0,26.5
2016-05-20,35,20,11,6,-0.0879,51.4992,19.6,47,101.2,75,19.6,11.9,0,19.6,0,28.4
2016-03-07,50,23,14,8,-1.8904,52.4862,7.3,85,99.6,98,3.9,20.2,0.00254,7.3,0,46.4
2016-03-07,50,23,14,8,-1.8904,52.4862,7.5,84,99.6,100,4.3,20,0.00254,7.5,0,43.1
2016-05-08,35,6,0,0,-1.5491,53.8008,14.3,89,98.7,100,14.3,23.2,0.038,14.3,0,59.1
2016-05-08,35,6,0,0,-1.5491,53.8008,14.8,92,98.6,100,14.8,22.7,0.052,14.8,0,46.6
2016-06-07,30,12,5,3,-1.5197,52.4068,6.9,98,98,97,3.4,20.7,0.032,6.9,0,68.7
2016-06-07,30,12,5,3,-1.5197,52.4068,6.7,97,98,99,2.9,22.7,0.022,6.7,0,69.3
2016-07-31,50,23,14,8,-0.0879,51.4992,20.4,51,101.8,46,20.4,9.2,0,20.4,0,29.2
2015-09-13,45,43,30,17,-0.0879,51.4992,23.8,61,101.8,100,23.8,12.1,0,23.8,0,29.4
2015-09-13,45,43,30,17,-0.0879,51.4992,23.4,62,101.8,92,23.4,14.1,0,23.4,0,33
2017-04-07,82,67,49,28,-1.5491,53.8008,4.2,62,98.9,19,1.6,10.3,0,4.2,0,42.7
2017-03-10,82,67,49,28,-1.5491,53.8008,13,72,100,84,13,11.2,0,13,0,35.5
2017-03-10,82,67,49,28,-1.5491,53.8008,12.9,78,100,97,12.9,12.6,0.022,12.9,0,35.7
2017-03-30,30,12,5,3,-0.0881,51.5413,7.5,82,101,100,6.4,6.5,0,7.5,0,25.2
2016-08-16,115,78,58,33,-1.5197,52.4068,18.5,85,99.5,100,18.5,18.3,0.00254,18.5,0,38.2
2016-08-16,115,78,58,33,-1.5197,52.4068,19,88,99.4,98,19,20.3,0.024,19,0,40.8
2017-04-07,115,78,58,33,-1.5491,53.8008,16.4,64,99.3,78,16.4,18,0,16.4,0,47.9
2017-04-07,115,78,58,33,-1.5491,53.8008,16.4,64,99.3,90,16.4,17.3,0,16.4,0,48.3
2015-12-06,35,32,21,12,-1.8904,52.4862,13.3,97,99,96,13.3,9.9,0.021,13.3,0,62.2
2015-12-06,35,32,21,12,-1.8904,52.4862,14.1,95,99,99,14.1,12.4,0.00254,14.1,0,69.7
2015-11-18,35,20,11,6,-0.0881,51.5413,24.7,46,101.7,65,24.7,8.7,0,24.7,0,23.1
2015-11-18,35,20,11,6,-0.0881,51.5413,24.6,45,101.6,23,24.6,10.6,0,24.6,0,27
2016-09-10,35,20,11,6,-1.8904,52.4862,15,63,98.5,94,15,16.7,0,15,0,51.5
2016-09-10,35,20,11,6,-1.8904,52.4862,15.1,61,98.5,99,15.1,14.6,0,15.1,0,52.8
2017-01-05,35,20,11,6,-1.5197,52.4068,14.2,66,99,27,14.2,8,0.016,14.2,0,40.8
2017-01-05,35,20,11,6,-1.5197,52.4068,14.7,65,99,15,14.7,6.5,0.017,14.7,0,39.8
2017-01-23,43,12,5,3,-1.5197,52.4068,11.6,85,99.2,94,11.6,18.7,0.059,11.6,0,37.3
2017-01-23,43,12,5,3,-1.5197,52.4068,10.7,92,99.2,98,10.7,17.2,0.114,10.7,0,52
2017-04-05,82,67,49,28,-1.5197,52.4068,12,67,100.2,96,12,12,0,12,0,49.3
2017-04-05,82,67,49,28,-1.5197,52.4068,12.4,66,100.2,100,12.4,9.9,0,12.4,0,46.5
2016-06-21,35,20,11,6,-2.2426,53.4808,19.4,73,100.4,56,19.4,14,0,19.4,0,29.5
2016-06-21,35,20,11,6,-2.2426,53.4808,20,72,100.4,100,20,13.7,0,20,0,28.8
2016-11-25,45,23,14,8,-0.0879,51.4992,14,73,101.5,61,14,13.1,0,14,0,36.4
2015-02-24,45,24,14,8,-0.0558,51.5176,1.7,96,102.9,100,0.2,5.2,0,1.7,0,19.7
2015-05-12,30,12,5,3,-1.5197,52.4068,21.4,55,98.9,9,21.4,9.9,0,21.4,0,22.2
2015-05-12,30,12,5,3,-1.5197,52.4068,21.7,55,98.9,11,21.7,10.3,0,21.7,0,22.5
2016-08-24,30,12,5,3,-2.2426,53.4808,14.7,95,97.6,100,14.7,28.4,0.145,14.7,0,56.7
2016-08-24,30,12,5,3,-2.2426,53.4808,14.6,95,97.7,100,14.6,28.7,0.117,14.6,0,57.4
2015-10-09,45,24,14,8,-3.1791,51.4816,13.3,77,99.7,100,13.3,57.5,0.019,13.3,0,75.7
2015-10-09,45,24,14,8,-3.1791,51.4816,13.4,76,99.7,99,13.4,54.5,0.015,13.4,0,71.6
2015-06-03,115,78,58,33,-0.0879,51.4992,17.1,68,100.1,93,17.1,4,0.015,17.1,0,38.6
2015-06-03,115,78,58,33,-0.0879,51.4992,16.4,71,100.1,100,16.4,6,0.019,16.4,0,37
2016-10-22,30,12,5,3,-0.0558,51.5176,5.1,73,100.3,43,1.1,20.2,0,5.1,0,38.2
2015-10-26,82,67,49,28,-1.5491,53.8008,8,94,98.4,100,5.9,11.8,0.048,8,0,25.3
2015-10-26,82,67,49,28,-1.5491,53.8008,8,93,98.4,100,5.8,12.9,0.06,8,0,26
2015-12-11,82,67,49,28,-3.1791,51.4816,17.3,80,101.4,0,17.3,37.3,0,17.3,0,47.7
2015-12-11,82,67,49,28,-3.1791,51.4816,17.5,78,101.4,0,17.5,36.6,0,17.5,0,46.7
2017-02-05,35,20,11,6,-1.8904,52.4862,16.7,92,99.5,99,16.7,8.2,0,16.7,0,56.9
2017-02-05,35,20,11,6,-1.8904,52.4862,17.3,89,99.6,99,17.3,7.7,0.00254,17.3,0,54.3
2017-04-14,60,55,39,22,-3.1791,51.4816,10.1,69,102.6,27,10.1,18.5,0,10.1,0,28.1
2017-04-14,60,55,39,22,-3.1791,51.4816,10.1,69,102.6,28,10.1,18.7,0,10.1,0,27.6
2015-05-10,115,78,58,33,-1.8904,52.4862,2.4,96,99.5,98,-3.3,29.7,0.00254,2.4,0,49.2
2016-05-18,82,22,13,7,-0.0558,51.5176,16.8,77,100.1,33,16.8,11.1,0,16.8,0,40
2016-05-18,82,22,13,7,-0.0558,51.5176,17.9,73,100.1,52,17.9,11.1,0,17.9,0,44
2017-06-26,45,24,14,8,-0.0558,51.5176,24.4,44,101,51,24.4,20.8,0,24.4,0,48.1
2017-06-26,45,24,14,8,-0.0558,51.5176,24.6,47,101,83,24.6,20.4,0,24.6,0,47.5
2016-12-05,150,87,65,37,-0.0881,51.5413,13.8,73,101.1,0,13.8,12.8,0,13.8,0,37.2
2016-12-05,150,87,65,37,-0.0881,51.5413,15.6,60,101.1,1,15.6,12.7,0,15.6,0,30.3
2015-08-12,30,12,5,3,0.1354,51.5154,17,85,101.6,25,17,5.9,0.022,17,0,39.7
2015-08-12,30,12,5,3,0.1354,51.5154,19.1,81,101.6,27,19.1,6,0.024,19.1,0,39.1
2016-04-02,40,6,0,0,-0.0558,51.5176,14.9,78,101.4,100,14.9,18.9,0.00254,14.9,0,38.7
2015-09-20,40,29,18,10,-1.5491,53.8008,13.9,77,100.1,100,13.9,8.8,0,13.9,0,27.4
2015-08-06,30,12,5,3,-0.0881,51.5413,17.1,75,101.3,0,17.1,6.8,0,17.1,0,21.8
2015-08-06,30,12,5,3,-0.0881,51.5413,18.8,68,101.3,0,18.8,7.7,0,18.8,0,25.1
2016-06-04,25,12,5,3,-1.5197,52.4068,2.7,84,99,96,-0.7,13.2,0.00254,2.7,0,24.8
2016-10-06,50,23,14,8,-0.0558,51.5176,12.8,87,101.6,95,12.8,7.4,0,12.8,0,20.4
2016-10-06,45,27,17,10,-2.5879,51.4545,14.8,74,100.6,53,14.8,41.6,0.00254,14.8,0,62.9
2016-10-06,45,27,17,10,-2.5879,51.4545,14.9,75,100.7,72,14.9,43,0.028,14.9,0,67.9
2015-12-26,0,0,0,0,-0.0558,51.5176,15.8,80,101.4,100,15.8,13.7,0.00254,15.8,0,31.9
2015-12-26,0,0,0,0,-0.0558,51.5176,17.1,76,101.4,96,17.1,14,0,17.1,0,33.1
2015-11-27,82,67,49,28,0.1354,51.5154,10.5,80,101.3,100,10.5,16,0.00254,10.5,0,34.3
2015-11-27,82,67,49,28,0.1354,51.5154,10.8,77,101.3,100,10.8,15.8,0,10.8,0,33.9
2015-11-12,30,12,5,3,-1.8904,52.4862,16.2,62,99.8,10,16.2,10.8,0,16.2,0,44.9
2015-11-12,30,12,5,3,-1.8904,52.4862,17,62,99.8,4,17,10,0,17,0,43
2016-10-18,115,78,58,33,-2.5879,51.4545,10.9,81,101.5,98,10.9,56.6,0.00254,10.9,0,74.4
2016-10-18,115,78,58,33,-2.5879,51.4545,10.9,81,101.4,100,10.9,57.6,0,10.9,0,75.8
2017-03-28,45,34,22,13,-1.5197,52.4068,6.6,80,99.9,8,6.6,1.8,0,6.6,0,31.7
2017-03-28,45,34,22,13,-1.5197,52.4068,8.2,76,99.9,22,8.2,1.1,0,8.2,0,30.1
2016-04-06,45,8,2,1,-1.5197,52.4068,5.4,86,99.2,3,0.6,30.3,0.025,5.4,0,62.5
2016-06-20,25,12,5,3,-0.0879,51.4992,14.3,88,100.7,100,14.3,30.4,0.00254,14.3,0,61.2
2017-05-06,115,78,58,33,-0.0558,51.5176,13.1,76,100.5,97,13.1,18.4,0,13.1,0,41.2
2016-03-31,25,12,5,3,-3.1791,51.4816,6.8,71,103.5,2,2.2,33.2,0,6.8,0,42.7
2015-11-20,115,78,58,33,-1.5197,52.4068,9,91,100.5,75,7.6,9.1,0.00254,9,0,32.3
2015-11-20,115,78,58,33,-1.5197,52.4068,9.7,91,100.5,100,8.1,11.3,0.00254,9.7,0,29.9
2015-11-16,40,12,5,3,-3.1791,51.4816,16.5,79,100.7,8,16.5,38,0.00254,16.5,0,48.9
2015-11-16,40,12,5,3,-3.1791,51.4816,16.6,80,100.7,15,16.6,35.6,0.00254,16.6,0,45.6
2017-02-16,45,24,14,8,-2.2426,53.4808,15.3,76,99.8,99,15.3,12.6,0.00254,15.3,0,38.5
2017-02-16,45,24,14,8,-2.2426,53.4808,16.2,72,99.8,87,16.2,12.7,0,16.2,0,42.2
2016-01-19,30,12,5,3,-0.0881,51.5413,22.3,61,101.8,0,22.3,12.2,0,22.3,0,29.4
2016-01-19,30,12,5,3,-0.0881,51.5413,22.6,58,101.8,0,22.6,14,0,22.6,0,32.9
2015-02-23,82,67,49,28,-1.5491,53.8008,10.3,78,99.3,99,10.3,26,0,10.3,0,72.5
2015-02-23,82,67,49,28,-1.5491,53.8008,10.3,78,99.4,100,10.3,24.9,0,10.3,0,70.4
2016-09-16,115,78,58,33,-2.5879,51.4545,7.5,59,103.9,24,4.9,14.5,0,7.5,0,18.2
2015-09-20,115,78,58,33,-0.0881,51.5413,17.5,70,100.9,100,17.5,15.5,0.00254,17.5,0,35.5
2015-09-20,115,78,58,33,-0.0881,51.5413,17.3,71,100.9,100,17.3,16,0,17.3,0,36.6
2015-06-03,45,24,14,8,-0.0879,51.4992,13.3,84,101.8,92,13.3,22,0,13.3,0,43
2016-04-14,40,23,14,8,-0.0558,51.5176,6.8,73,100,73,2.3,31.4,0,6.8,0,60.2
2017-06-01,30,12,5,3,-2.2426,53.4808,14.4,91,99.2,93,14.4,26.8,0.00254,14.4,0,66.3
2016-11-24,115,78,58,33,-0.0879,51.4992,6.6,84,98.6,100,2,31.5,0,6.6,0,74.1
2015-06-02,45,24,14,8,-1.8904,52.4862,3.7,75,101.1,0,2.1,6.3,0,3.7,0,12.1
2016-02-25,35,10,3,2,-1.8904,52.4862,2.8,96,99.4,100,-2.9,31.6,0.00254,2.8,0,52.2
2016-06-22,35,20,11,6,-0.0879,51.4992,13.5,83,101.6,99,13.5,20,0.00254,13.5,0,40.5
2016-03-28,30,12,5,3,-2.5879,51.4545,13.6,88,101.2,100,13.6,55.2,0.00254,13.6,0,72.1
2016-05-08,35,6,0,0,-1.8904,52.4862,10.8,97,97.3,100,10.8,14.1,0.039,10.8,0,28.2
2016-05-08,35,6,0,0,-1.8904,52.4862,11,97,97.3,100,11,13.7,0.039,11,0,27.3
2015-06-22,115,78,58,33,-0.0879,51.4992,25.7,49,101.2,41,25.7,7.3,0,25.7,0,38.6
2015-06-22,115,78,58,33,-0.0879,51.4992,26.2,47,101.2,41,26.2,8,0,26.2,0,40.3
2016-01-31,35,20,11,6,-2.2426,53.4808,6.3,99,98.6,100,2.3,24.4,0.066,6.3,0,57.2
2015-10-30,35,20,11,6,-1.5197,52.4068,11,90,99.5,100,11,37.6,0.00254,11,0,85.9
2016-10-04,30,12,5,3,0.1354,51.5154,10.5,91,99.6,81,10.5,22.3,0.041,10.5,0,58.3
2015-04-08,25,12,5,3,-1.5197,52.4068,9.3,98,98.2,99,5.4,34.1,0.438,9.3,0,92.7
2015-04-13,45,24,14,8,-0.0558,51.5176,10.5,92,99.1,99,10.5,36.4,0.02,10.5,0,74.9
2015-04-13,45,24,14,8,-0.0558,51.5176,10.8,92,98.9,100,10.8,38.4,0.024,10.8,0,78.9
2016-12-28,25,12,5,3,-1.8904,52.4862,2.1,79,100.8,3,-1.4,13.1,0,2.1,0,34.2
2016-10-28,25,29,18,10,-0.0558,51.5176,16.5,50,101.3,31,16.5,21.3,0,16.5,0,50.9
2016-10-28,25,29,18,10,-0.0558,51.5176,16.2,50,101.3,21,16.2,18.5,0,16.2,0,45.9
2015-08-19,45,23,14,8,-1.8904,52.4862,12.3,64,99,98,12.3,22.4,0,12.3,0,44.7
2015-08-19,45,23,14,8,-1.8904,52.4862,11.7,63,99,99,11.7,20.7,0,11.7,0,41.4
2015-02-01,45,27,17,10,-1.5491,53.8008,11.3,95,98.9,100,11.3,32.3,0.023,11.3,0,53.5
2015-04-13,40,23,14,8,0.1354,51.5154,7.8,81,101.5,25,4.5,21.2,0,7.8,0,56.1
2016-07-26,45,23,14,8,-2.5879,51.4545,12.3,86,102.2,91,12.3,20.4,0,12.3,0,25.5
2016-07-26,45,23,14,8,-2.5879,51.4545,12.6,88,102.1,81,12.6,17.4,0,12.6,0,22
2015-07-13,30,12,5,3,-2.5879,51.4545,13.4,91,101.1,100,13.4,46.8,0.064,13.4,0,60.6
2015-04-28,115,78,58,33,-1.5491,53.8008,5.2,94,99.5,94,-0.2,35.8,0.177,5.2,0,62.8
2016-09-18,115,78,58,33,-0.0558,51.5176,10.3,54,101.8,63,10.3,19.2,0,10.3,0,38
2015-02-07,115,78,58,33,-2.2426,53.4808,5,96,95.8,100,1.5,17,0.00254,5,0,28.3
2015-07-24,82,67,49,28,-1.5197,52.4068,2.8,98,97.4,100,1.1,6.3,0.00254,2.8,0,11.3
2016-02-19,45,55,39,22,-2.2426,53.4808,12.5,64,101.1,15,12.5,19,0,12.5,0,55.8
2016-02-19,45,55,39,22,-2.2426,53.4808,13.2,62,101.1,3,13.2,19.8,0,13.2,0,56.1
2015-02-25,200,144,110,63,-2.5879,51.4545,9.4,66,101.4,59,5.4,37.4,0,9.4,0,60.6
2015-06-26,30,12,5,3,-0.0558,51.5176,5.1,82,102,79,2,14.7,0.00254,5.1,0,28.3
2015-02-10,45,27,17,10,0.1354,51.5154,16.2,82,100.6,100,16.2,9,0.00254,16.2,0,31.3
2015-02-10,45,27,17,10,0.1354,51.5154,14.9,83,100.7,100,14.9,5.8,0.00254,14.9,0,25.5
2016-12-16,0,0,0,0,-0.0879,51.4992,8.9,87,102.4,73,6.7,14.2,0,8.9,0,27.6
2017-06-13,18,20,11,6,-1.5491,53.8008,8.1,90,100,98,5.3,17.1,0,8.1,0,38.2
2016-12-06,115,78,58,33,-2.5879,51.4545,8.1,73,101.2,87,3.6,37.1,0,8.1,0,51.8
2016-11-07,200,144,110,63,-1.5197,52.4068,2.9,79,99.8,4,-2.1,24.3,0,2.9,0,40.2
2015-01-14,200,144,110,63,-0.0881,51.5413,11.5,97,102,100,11.5,21.9,0.03,11.5,0,41.1
2015-07-19,30,12,5,3,-1.5197,52.4068,13.3,76,100.5,63,13.3,3.9,0,13.3,0,39
