AttendanceEventId,AttendeeId,SessionId,VenueId,AttendanceDate,AttendanceStartTime,AttendanceEndTime,EventCost
3199,1,3587,9,2016-01-05,2016-01-05 13:00:00,2016-01-05 14:00:00,6.73
3200,6,6867,6,2016-01-06,2016-01-06 13:00:00,2016-01-06 14:00:00,3.48
3201,19,5812,7,2016-01-07,2016-01-07 13:00:00,2016-01-07 14:00:00,2.98
3202,17,6817,5,2016-01-08,2016-01-08 13:00:00,2016-01-08 14:00:00,8.79
3203,15,3434,9,2016-01-09,2016-01-09 13:00:00,2016-01-09 14:00:00,8.64
3204,14,4438,9,2016-01-10,2016-01-10 13:00:00,2016-01-10 14:00:00,2.76
3205,14,6115,6,2016-01-11,2016-01-11 13:00:00,2016-01-11 14:00:00,7.03
3206,18,409,8,2016-01-12,2016-01-12 13:00:00,2016-01-12 14:00:00,7.86
3207,13,9012,3,2016-01-13,2016-01-13 13:00:00,2016-01-13 14:00:00,6.6
3208,13,5825,5,2016-01-14,2016-01-14 13:00:00,2016-01-14 14:00:00,7.06
3209,6,8769,2,2016-01-15,2016-01-15 13:00:00,2016-01-15 14:00:00,1.87
3210,2,5126,6,2016-01-16,2016-01-16 13:00:00,2016-01-16 14:00:00,3.24
3211,12,5397,6,2016-01-17,2016-01-17 13:00:00,2016-01-17 14:00:00,5.49
3212,7,7192,7,2016-01-18,2016-01-18 13:00:00,2016-01-18 14:00:00,2.15
3213,17,2878,7,2016-01-19,2016-01-19 13:00:00,2016-01-19 14:00:00,3.38
3214,13,4324,4,2016-01-20,2016-01-20 13:00:00,2016-01-20 14:00:00,7.44
3215,19,1820,3,2016-01-21,2016-01-21 13:00:00,2016-01-21 14:00:00,6.06
3216,11,5308,6,2016-01-22,2016-01-22 13:00:00,2016-01-22 14:00:00,6.24
3217,9,8096,5,2016-01-23,2016-01-23 13:00:00,2016-01-23 14:00:00,1.91
3218,8,7728,9,2016-01-24,2016-01-24 13:00:00,2016-01-24 14:00:00,4.72
3219,8,2312,8,2016-01-25,2016-01-25 13:00:00,2016-01-25 14:00:00,4.24
3220,4,4393,3,2016-01-26,2016-01-26 13:00:00,2016-01-26 14:00:00,4.29
3221,4,5475,3,2016-01-27,2016-01-27 13:00:00,2016-01-27 14:00:00,1.5
3222,6,1446,3,2016-01-28,2016-01-28 13:00:00,2016-01-28 14:00:00,3.98
3223,17,7058,7,2016-01-29,2016-01-29 13:00:00,2016-01-29 14:00:00,8.23
3224,4,5842,7,2016-01-30,2016-01-30 13:00:00,2016-01-30 14:00:00,7.95
3225,14,5652,8,2016-01-31,2016-01-31 13:00:00,2016-01-31 14:00:00,2.14
3226,14,2195,4,2016-02-01,2016-02-01 13:00:00,2016-02-01 14:00:00,2.35
3227,13,848,7,2016-02-02,2016-02-02 13:00:00,2016-02-02 14:00:00,2.75
3228,13,1640,7,2016-02-03,2016-02-03 13:00:00,2016-02-03 14:00:00,3.04
3229,17,181,2,2016-02-04,2016-02-04 13:00:00,2016-02-04 14:00:00,1.1
3230,12,2569,4,2016-02-05,2016-02-05 13:00:00,2016-02-05 14:00:00,1.01
3231,9,472,6,2016-02-06,2016-02-06 13:00:00,2016-02-06 14:00:00,3.16
3232,18,9212,5,2016-02-07,2016-02-07 13:00:00,2016-02-07 14:00:00,7.07
3233,17,5713,8,2016-02-08,2016-02-08 13:00:00,2016-02-08 14:00:00,3.96
3234,11,7625,2,2016-02-09,2016-02-09 13:00:00,2016-02-09 14:00:00,5.08
3235,3,5789,5,2016-02-10,2016-02-10 13:00:00,2016-02-10 14:00:00,8.11
3236,19,4017,4,2016-02-11,2016-02-11 13:00:00,2016-02-11 14:00:00,5.56
3237,5,763,5,2016-02-12,2016-02-12 13:00:00,2016-02-12 14:00:00,1.04
3238,15,8649,5,2016-02-13,2016-02-13 13:00:00,2016-02-13 14:00:00,2.42
3239,3,5115,5,2016-02-14,2016-02-14 13:00:00,2016-02-14 14:00:00,5.15
3240,7,7543,3,2016-02-15,2016-02-15 13:00:00,2016-02-15 14:00:00,4.04
3241,5,6015,7,2016-02-16,2016-02-16 13:00:00,2016-02-16 14:00:00,3.54
3242,5,2554,8,2016-02-17,2016-02-17 13:00:00,2016-02-17 14:00:00,5.33
3243,10,5356,3,2016-02-18,2016-02-18 13:00:00,2016-02-18 14:00:00,5.8
3244,6,7510,2,2016-02-19,2016-02-19 13:00:00,2016-02-19 14:00:00,2.03
3245,8,2714,4,2016-02-20,2016-02-20 13:00:00,2016-02-20 14:00:00,5.27
3246,1,8870,8,2016-02-21,2016-02-21 13:00:00,2016-02-21 14:00:00,3.48
3247,10,6997,9,2016-02-22,2016-02-22 13:00:00,2016-02-22 14:00:00,2.19
3248,18,3025,5,2016-02-23,2016-02-23 13:00:00,2016-02-23 14:00:00,1.14
3249,1,5276,3,2016-02-24,2016-02-24 13:00:00,2016-02-24 14:00:00,8.74
3250,11,7230,3,2016-02-25,2016-02-25 13:00:00,2016-02-25 14:00:00,3.94
3251,14,4573,6,2016-02-26,2016-02-26 13:00:00,2016-02-26 14:00:00,2.51
3252,8,4203,1,2016-02-27,2016-02-27 13:00:00,2016-02-27 14:00:00,6.21
3253,9,7115,8,2016-02-28,2016-02-28 13:00:00,2016-02-28 14:00:00,5.49
3254,5,8002,9,2016-02-29,2016-02-29 13:00:00,2016-02-29 14:00:00,8.54
3255,10,5141,6,2016-03-01,2016-03-01 13:00:00,2016-03-01 14:00:00,8.99
3256,19,4058,6,2016-03-02,2016-03-02 13:00:00,2016-03-02 14:00:00,6.5
3257,14,3077,7,2016-03-03,2016-03-03 13:00:00,2016-03-03 14:00:00,3.16
3258,4,7021,7,2016-03-04,2016-03-04 13:00:00,2016-03-04 14:00:00,1.04
3259,10,7586,7,2016-03-05,2016-03-05 13:00:00,2016-03-05 14:00:00,6.15
3260,13,3172,6,2016-03-06,2016-03-06 13:00:00,2016-03-06 14:00:00,5.27
3261,6,8454,6,2016-03-07,2016-03-07 13:00:00,2016-03-07 14:00:00,5.64
3262,6,18,8,2016-03-08,2016-03-08 13:00:00,2016-03-08 14:00:00,8.09
3263,5,5079,3,2016-03-09,2016-03-09 13:00:00,2016-03-09 14:00:00,1.32
3264,16,446,4,2016-03-10,2016-03-10 13:00:00,2016-03-10 14:00:00,7.97
3265,4,7109,5,2016-03-11,2016-03-11 13:00:00,2016-03-11 14:00:00,3.74
3266,5,2061,2,2016-03-12,2016-03-12 13:00:00,2016-03-12 14:00:00,5.4
3267,16,1521,9,2016-03-13,2016-03-13 13:00:00,2016-03-13 14:00:00,4.46
3268,5,6446,1,2016-03-14,2016-03-14 13:00:00,2016-03-14 14:00:00,6.92
3269,17,5793,2,2016-03-15,2016-03-15 13:00:00,2016-03-15 14:00:00,5.34
3270,13,3781,3,2016-03-16,2016-03-16 13:00:00,2016-03-16 14:00:00,6.51
3271,13,6580,4,2016-03-17,2016-03-17 13:00:00,2016-03-17 14:00:00,4.2
3272,5,168,1,2016-03-18,2016-03-18 13:00:00,2016-03-18 14:00:00,3.12
3273,4,5872,9,2016-03-19,2016-03-19 13:00:00,2016-03-19 14:00:00,4.09
3274,1,14,2,2016-03-20,2016-03-20 13:00:00,2016-03-20 14:00:00,4.46
3275,9,7167,8,2016-03-21,2016-03-21 13:00:00,2016-03-21 14:00:00,3.09
3276,20,28,8,2016-03-22,2016-03-22 13:00:00,2016-03-22 14:00:00,8.4
3277,17,7998,1,2016-03-23,2016-03-23 13:00:00,2016-03-23 14:00:00,4.16
3278,7,7479,5,2016-03-24,2016-03-24 13:00:00,2016-03-24 14:00:00,2.77
3279,15,1926,6,2016-03-25,2016-03-25 13:00:00,2016-03-25 14:00:00,2.98
3280,5,4690,2,2016-03-26,2016-03-26 13:00:00,2016-03-26 14:00:00,3.55
3281,5,8373,6,2016-03-27,2016-03-27 13:00:00,2016-03-27 14:00:00,4.05
3282,6,6307,1,2016-03-28,2016-03-28 13:00:00,2016-03-28 14:00:00,8.12
3283,9,2544,2,2016-03-29,2016-03-29 13:00:00,2016-03-29 14:00:00,1.43
3284,6,1320,10,2016-03-30,2016-03-30 13:00:00,2016-03-30 14:00:00,1.71
3285,2,6033,2,2016-03-31,2016-03-31 13:00:00,2016-03-31 14:00:00,1.63
3286,6,7740,8,2016-04-01,2016-04-01 13:00:00,2016-04-01 14:00:00,3.46
3287,4,446,7,2016-04-02,2016-04-02 13:00:00,2016-04-02 14:00:00,8.64
3288,8,5616,5,2016-04-03,2016-04-03 13:00:00,2016-04-03 14:00:00,5.28
3289,18,6739,4,2016-04-04,2016-04-04 13:00:00,2016-04-04 14:00:00,4.55
3290,12,8834,7,2016-04-05,2016-04-05 13:00:00,2016-04-05 14:00:00,7.34
3291,3,8890,1,2016-04-06,2016-04-06 13:00:00,2016-04-06 14:00:00,8.04
3292,14,2381,3,2016-04-07,2016-04-07 13:00:00,2016-04-07 14:00:00,7.19
3293,7,35,7,2016-04-08,2016-04-08 13:00:00,2016-04-08 14:00:00,4.54
3294,15,3077,9,2016-04-09,2016-04-09 13:00:00,2016-04-09 14:00:00,8.18
3295,13,5073,7,2016-04-10,2016-04-10 13:00:00,2016-04-10 14:00:00,8.79
3296,3,3720,8,2016-04-11,2016-04-11 13:00:00,2016-04-11 14:00:00,2.47
3297,10,5158,1,2016-04-12,2016-04-12 13:00:00,2016-04-12 14:00:00,1.28
3298,15,4082,1,2016-04-13,2016-04-13 13:00:00,2016-04-13 14:00:00,8.94
3299,17,8439,2,2016-04-14,2016-04-14 13:00:00,2016-04-14 14:00:00,7.26
3300,7,8432,4,2016-04-15,2016-04-15 13:00:00,2016-04-15 14:00:00,1.39
3301,17,8401,4,2016-04-16,2016-04-16 13:00:00,2016-04-16 14:00:00,3.07
3302,12,980,2,2016-04-17,2016-04-17 13:00:00,2016-04-17 14:00:00,4.93
3303,2,6221,3,2016-04-18,2016-04-18 13:00:00,2016-04-18 14:00:00,4.63
3304,3,6940,2,2016-04-19,2016-04-19 13:00:00,2016-04-19 14:00:00,1.05
3305,18,4880,5,2016-04-20,2016-04-20 13:00:00,2016-04-20 14:00:00,8.37
3306,18,4366,7,2016-04-21,2016-04-21 13:00:00,2016-04-21 14:00:00,2.01
3307,6,5831,6,2016-04-22,2016-04-22 13:00:00,2016-04-22 14:00:00,3.49
3308,19,645,4,2016-04-23,2016-04-23 13:00:00,2016-04-23 14:00:00,6.42
3309,17,3635,4,2016-04-24,2016-04-24 13:00:00,2016-04-24 14:00:00,3.98
3310,11,4408,8,2016-04-25,2016-04-25 13:00:00,2016-04-25 14:00:00,8.25
3311,12,9073,3,2016-04-26,2016-04-26 13:00:00,2016-04-26 14:00:00,3.95
3312,14,2031,2,2016-04-27,2016-04-27 13:00:00,2016-04-27 14:00:00,2.62
3313,14,7880,9,2016-04-28,2016-04-28 13:00:00,2016-04-28 14:00:00,2.37
3314,2,2456,1,2016-04-29,2016-04-29 13:00:00,2016-04-29 14:00:00,5.28
3315,5,6658,5,2016-04-30,2016-04-30 13:00:00,2016-04-30 14:00:00,7.98
3316,4,2651,2,2016-05-01,2016-05-01 13:00:00,2016-05-01 14:00:00,5.91
3317,8,1981,3,2016-05-02,2016-05-02 13:00:00,2016-05-02 14:00:00,1.72
3318,19,2270,5,2016-05-03,2016-05-03 13:00:00,2016-05-03 14:00:00,8.49
3319,15,5025,4,2016-05-04,2016-05-04 13:00:00,2016-05-04 14:00:00,7.86
3320,10,6943,5,2016-05-05,2016-05-05 13:00:00,2016-05-05 14:00:00,7.03
3321,12,8119,1,2016-05-06,2016-05-06 13:00:00,2016-05-06 14:00:00,2.87
3322,18,7290,8,2016-05-07,2016-05-07 13:00:00,2016-05-07 14:00:00,3.8
3323,9,8270,9,2016-05-08,2016-05-08 13:00:00,2016-05-08 14:00:00,4.68
3324,15,5879,10,2016-05-09,2016-05-09 13:00:00,2016-05-09 14:00:00,3.94
3325,12,7894,8,2016-05-10,2016-05-10 13:00:00,2016-05-10 14:00:00,1.42
3326,3,2588,4,2016-05-11,2016-05-11 13:00:00,2016-05-11 14:00:00,8.42
3327,5,6936,8,2016-05-12,2016-05-12 13:00:00,2016-05-12 14:00:00,5.54
3328,4,466,7,2016-05-13,2016-05-13 13:00:00,2016-05-13 14:00:00,7.73
3329,16,3666,2,2016-05-14,2016-05-14 13:00:00,2016-05-14 14:00:00,1.83
3330,6,1300,8,2016-05-15,2016-05-15 13:00:00,2016-05-15 14:00:00,2.82
3331,9,5842,7,2016-05-16,2016-05-16 13:00:00,2016-05-16 14:00:00,6.75
3332,16,6352,4,2016-05-17,2016-05-17 13:00:00,2016-05-17 14:00:00,2.63
3333,12,7246,3,2016-05-18,2016-05-18 13:00:00,2016-05-18 14:00:00,8.52
3334,13,2703,8,2016-05-19,2016-05-19 13:00:00,2016-05-19 14:00:00,3.01
3335,19,1030,2,2016-05-20,2016-05-20 13:00:00,2016-05-20 14:00:00,3.61
3336,10,8228,7,2016-05-21,2016-05-21 13:00:00,2016-05-21 14:00:00,6.41
3337,14,1329,3,2016-05-22,2016-05-22 13:00:00,2016-05-22 14:00:00,8.26
3338,9,6509,3,2016-05-23,2016-05-23 13:00:00,2016-05-23 14:00:00,5.05
3339,3,4534,3,2016-05-24,2016-05-24 13:00:00,2016-05-24 14:00:00,4.03
3340,12,5048,4,2016-05-25,2016-05-25 13:00:00,2016-05-25 14:00:00,1.11
3341,6,2088,4,2016-05-26,2016-05-26 13:00:00,2016-05-26 14:00:00,1.99
3342,13,7902,5,2016-05-27,2016-05-27 13:00:00,2016-05-27 14:00:00,7.57
3343,15,3598,3,2016-05-28,2016-05-28 13:00:00,2016-05-28 14:00:00,2.78
3344,18,4992,2,2016-05-29,2016-05-29 13:00:00,2016-05-29 14:00:00,5.51
3345,8,5779,7,2016-05-30,2016-05-30 13:00:00,2016-05-30 14:00:00,5.06
3346,3,9017,5,2016-05-31,2016-05-31 13:00:00,2016-05-31 14:00:00,1.98
3347,20,5400,4,2016-06-01,2016-06-01 13:00:00,2016-06-01 14:00:00,4.38
3348,14,7715,7,2016-06-02,2016-06-02 13:00:00,2016-06-02 14:00:00,6.62
3349,8,562,9,2016-06-03,2016-06-03 13:00:00,2016-06-03 14:00:00,7.98
3350,14,936,8,2016-06-04,2016-06-04 13:00:00,2016-06-04 14:00:00,3.77
3351,2,4221,5,2016-06-05,2016-06-05 13:00:00,2016-06-05 14:00:00,5.07
3352,4,4129,8,2016-06-06,2016-06-06 13:00:00,2016-06-06 14:00:00,8.13
3353,18,8661,6,2016-06-07,2016-06-07 13:00:00,2016-06-07 14:00:00,4.05
3354,6,935,6,2016-06-08,2016-06-08 13:00:00,2016-06-08 14:00:00,1.05
3355,18,8707,6,2016-06-09,2016-06-09 13:00:00,2016-06-09 14:00:00,4.76
3356,8,3546,7,2016-06-10,2016-06-10 13:00:00,2016-06-10 14:00:00,8.74
3357,15,2874,9,2016-06-11,2016-06-11 13:00:00,2016-06-11 14:00:00,6.15
3358,5,6402,6,2016-06-12,2016-06-12 13:00:00,2016-06-12 14:00:00,3.42
3359,8,5825,3,2016-06-13,2016-06-13 13:00:00,2016-06-13 14:00:00,8.64
3360,1,8631,10,2016-06-14,2016-06-14 13:00:00,2016-06-14 14:00:00,3.27
3361,16,959,5,2016-06-15,2016-06-15 13:00:00,2016-06-15 14:00:00,3.35
3362,4,59,9,2016-06-16,2016-06-16 13:00:00,2016-06-16 14:00:00,2.91
3363,13,9157,2,2016-06-17,2016-06-17 13:00:00,2016-06-17 14:00:00,5.49
3364,2,1206,5,2016-06-18,2016-06-18 13:00:00,2016-06-18 14:00:00,1.12
3365,4,7882,8,2016-06-19,2016-06-19 13:00:00,2016-06-19 14:00:00,6.78
3366,4,5831,2,2016-06-20,2016-06-20 13:00:00,2016-06-20 14:00:00,5.75
3367,16,3581,9,2016-06-21,2016-06-21 13:00:00,2016-06-21 14:00:00,8.77
3368,12,749,8,2016-06-22,2016-06-22 13:00:00,2016-06-22 14:00:00,8.18
3369,8,3122,1,2016-06-23,2016-06-23 13:00:00,2016-06-23 14:00:00,3.58
3370,18,3441,4,2016-06-24,2016-06-24 13:00:00,2016-06-24 14:00:00,8.94
3371,9,5509,3,2016-06-25,2016-06-25 13:00:00,2016-06-25 14:00:00,2.32
3372,19,5874,7,2016-06-26,2016-06-26 13:00:00,2016-06-26 14:00:00,7.82
3373,14,695,3,2016-06-27,2016-06-27 13:00:00,2016-06-27 14:00:00,4.49
3374,19,7762,5,2016-06-28,2016-06-28 13:00:00,2016-06-28 14:00:00,3.38
3375,4,7586,6,2016-06-29,2016-06-29 13:00:00,2016-06-29 14:00:00,2.44
3376,11,6891,6,2016-06-30,2016-06-30 13:00:00,2016-06-30 14:00:00,6.58
3377,16,4283,10,2016-07-01,2016-07-01 13:00:00,2016-07-01 14:00:00,5.55
3378,11,3943,6,2016-07-02,2016-07-02 13:00:00,2016-07-02 14:00:00,2.15
3379,6,7441,8,2016-07-03,2016-07-03 13:00:00,2016-07-03 14:00:00,5.33
3380,11,6946,4,2016-07-04,2016-07-04 13:00:00,2016-07-04 14:00:00,2.45
3381,3,4665,6,2016-07-05,2016-07-05 13:00:00,2016-07-05 14:00:00,4.21
3382,19,4191,5,2016-07-06,2016-07-06 13:00:00,2016-07-06 14:00:00,8.13
3383,4,3536,8,2016-07-07,2016-07-07 13:00:00,2016-07-07 14:00:00,5.64
3384,10,7166,9,2016-07-08,2016-07-08 13:00:00,2016-07-08 14:00:00,4.09
3385,10,507,8,2016-07-09,2016-07-09 13:00:00,2016-07-09 14:00:00,2.42
3386,10,2903,3,2016-07-10,2016-07-10 13:00:00,2016-07-10 14:00:00,3.69
3387,14,6777,6,2016-07-11,2016-07-11 13:00:00,2016-07-11 14:00:00,6.73
3388,15,5355,5,2016-07-12,2016-07-12 13:00:00,2016-07-12 14:00:00,5.84
3389,19,1296,3,2016-07-13,2016-07-13 13:00:00,2016-07-13 14:00:00,5.73
3390,4,6594,10,2016-07-14,2016-07-14 13:00:00,2016-07-14 14:00:00,4.96
3391,5,5089,9,2016-07-15,2016-07-15 13:00:00,2016-07-15 14:00:00,7.57
3392,9,5069,7,2016-07-16,2016-07-16 13:00:00,2016-07-16 14:00:00,3.79
3393,15,5936,1,2016-07-17,2016-07-17 13:00:00,2016-07-17 14:00:00,8.17
3394,10,6077,6,2016-07-18,2016-07-18 13:00:00,2016-07-18 14:00:00,4.09
3395,19,2384,3,2016-07-19,2016-07-19 13:00:00,2016-07-19 14:00:00,3.62
3396,6,2070,9,2016-07-20,2016-07-20 13:00:00,2016-07-20 14:00:00,1.66
3397,19,8354,2,2016-07-21,2016-07-21 13:00:00,2016-07-21 14:00:00,6.33
3398,1,4022,3,2016-07-22,2016-07-22 13:00:00,2016-07-22 14:00:00,8.53
3399,5,1417,9,2016-07-23,2016-07-23 13:00:00,2016-07-23 14:00:00,5.39
3400,4,9019,9,2016-07-24,2016-07-24 13:00:00,2016-07-24 14:00:00,3.51
3401,14,6293,3,2016-07-25,2016-07-25 13:00:00,2016-07-25 14:00:00,2.6
3402,20,2146,7,2016-07-26,2016-07-26 13:00:00,2016-07-26 14:00:00,1.37
3403,16,833,4,2016-07-27,2016-07-27 13:00:00,2016-07-27 14:00:00,8.27
3404,20,4953,2,2016-07-28,2016-07-28 13:00:00,2016-07-28 14:00:00,1.83
3405,6,2483,9,2016-07-29,2016-07-29 13:00:00,2016-07-29 14:00:00,2.48
3406,3,7859,3,2016-07-30,2016-07-30 13:00:00,2016-07-30 14:00:00,5.08
3407,10,8,10,2016-07-31,2016-07-31 13:00:00,2016-07-31 14:00:00,6.51
3408,14,1698,3,2016-08-01,2016-08-01 13:00:00,2016-08-01 14:00:00,1.83
3409,8,6220,4,2016-08-02,2016-08-02 13:00:00,2016-08-02 14:00:00,6.5
3410,15,7851,7,2016-08-03,2016-08-03 13:00:00,2016-08-03 14:00:00,6.81
3411,8,8700,8,2016-08-04,2016-08-04 13:00:00,2016-08-04 14:00:00,3.26
3412,13,1550,4,2016-08-05,2016-08-05 13:00:00,2016-08-05 14:00:00,7.28
3413,16,4717,2,2016-08-06,2016-08-06 13:00:00,2016-08-06 14:00:00,1.56
3414,18,4364,9,2016-08-07,2016-08-07 13:00:00,2016-08-07 14:00:00,8.08
3415,14,832,7,2016-08-08,2016-08-08 13:00:00,2016-08-08 14:00:00,2.7
3416,19,5209,3,2016-08-09,2016-08-09 13:00:00,2016-08-09 14:00:00,2.18
3417,9,3150,2,2016-08-10,2016-08-10 13:00:00,2016-08-10 14:00:00,7.75
3418,3,4556,8,2016-08-11,2016-08-11 13:00:00,2016-08-11 14:00:00,3.16
3419,15,2860,3,2016-08-12,2016-08-12 13:00:00,2016-08-12 14:00:00,6.91
3420,16,8017,7,2016-08-13,2016-08-13 13:00:00,2016-08-13 14:00:00,6.23
3421,12,6462,8,2016-08-14,2016-08-14 13:00:00,2016-08-14 14:00:00,4.38
3422,6,6814,7,2016-08-15,2016-08-15 13:00:00,2016-08-15 14:00:00,5.24
3423,4,470,2,2016-08-16,2016-08-16 13:00:00,2016-08-16 14:00:00,8.56
3424,3,3643,3,2016-08-17,2016-08-17 13:00:00,2016-08-17 14:00:00,1.88
3425,2,1879,9,2016-08-18,2016-08-18 13:00:00,2016-08-18 14:00:00,5.44
3426,14,7105,9,2016-08-19,2016-08-19 13:00:00,2016-08-19 14:00:00,1.6
3427,8,5006,6,2016-08-20,2016-08-20 13:00:00,2016-08-20 14:00:00,5.27
3428,8,3917,5,2016-08-21,2016-08-21 13:00:00,2016-08-21 14:00:00,2.61
3429,11,6620,7,2016-08-22,2016-08-22 13:00:00,2016-08-22 14:00:00,2.57
3430,2,6213,5,2016-08-23,2016-08-23 13:00:00,2016-08-23 14:00:00,5.57
3431,2,5080,9,2016-08-24,2016-08-24 13:00:00,2016-08-24 14:00:00,2.25
3432,16,8984,2,2016-08-25,2016-08-25 13:00:00,2016-08-25 14:00:00,6.52
3433,16,8105,7,2016-08-26,2016-08-26 13:00:00,2016-08-26 14:00:00,7.01
3434,6,5770,3,2016-08-27,2016-08-27 13:00:00,2016-08-27 14:00:00,8.89
3435,16,6520,9,2016-08-28,2016-08-28 13:00:00,2016-08-28 14:00:00,8.86
3436,7,4305,9,2016-08-29,2016-08-29 13:00:00,2016-08-29 14:00:00,6.04
3437,19,7375,6,2016-08-30,2016-08-30 13:00:00,2016-08-30 14:00:00,4.68
3438,13,4994,7,2016-08-31,2016-08-31 13:00:00,2016-08-31 14:00:00,4.88
3439,14,1978,2,2016-09-01,2016-09-01 13:00:00,2016-09-01 14:00:00,6.82
3440,11,7203,5,2016-09-02,2016-09-02 13:00:00,2016-09-02 14:00:00,8.94
3441,6,499,2,2016-09-03,2016-09-03 13:00:00,2016-09-03 14:00:00,2.3
3442,18,867,6,2016-09-04,2016-09-04 13:00:00,2016-09-04 14:00:00,3.2
3443,18,1503,4,2016-09-05,2016-09-05 13:00:00,2016-09-05 14:00:00,1.87
3444,18,6433,2,2016-09-06,2016-09-06 13:00:00,2016-09-06 14:00:00,3.49
3445,5,7359,2,2016-09-07,2016-09-07 13:00:00,2016-09-07 14:00:00,4.45
3446,14,5220,6,2016-09-08,2016-09-08 13:00:00,2016-09-08 14:00:00,7.94
3447,3,6403,9,2016-09-09,2016-09-09 13:00:00,2016-09-09 14:00:00,5.95
3448,14,6243,1,2016-09-10,2016-09-10 13:00:00,2016-09-10 14:00:00,4.11
3449,3,4181,3,2016-09-11,2016-09-11 13:00:00,2016-09-11 14:00:00,1.44
3450,13,446,6,2016-09-12,2016-09-12 13:00:00,2016-09-12 14:00:00,2.85
3451,17,4710,7,2016-09-13,2016-09-13 13:00:00,2016-09-13 14:00:00,5.16
3452,3,2739,8,2016-09-14,2016-09-14 13:00:00,2016-09-14 14:00:00,4.46
3453,6,3949,4,2016-09-15,2016-09-15 13:00:00,2016-09-15 14:00:00,4.9
3454,9,5203,9,2016-09-16,2016-09-16 13:00:00,2016-09-16 14:00:00,5.75
3455,5,8477,3,2016-09-17,2016-09-17 13:00:00,2016-09-17 14:00:00,2.56
3456,9,7443,2,2016-09-18,2016-09-18 13:00:00,2016-09-18 14:00:00,2.49
3457,13,9269,9,2016-09-19,2016-09-19 13:00:00,2016-09-19 14:00:00,5.31
3458,10,7918,1,2016-09-20,2016-09-20 13:00:00,2016-09-20 14:00:00,8.41
3459,6,4366,6,2016-09-21,2016-09-21 13:00:00,2016-09-21 14:00:00,1.42
3460,3,3063,4,2016-09-22,2016-09-22 13:00:00,2016-09-22 14:00:00,1.62
3461,1,6340,9,2016-09-23,2016-09-23 13:00:00,2016-09-23 14:00:00,5.7
3462,9,4677,6,2016-09-24,2016-09-24 13:00:00,2016-09-24 14:00:00,6.08
3463,15,6897,5,2016-09-25,2016-09-25 13:00:00,2016-09-25 14:00:00,5.77
3464,3,7845,2,2016-09-26,2016-09-26 13:00:00,2016-09-26 14:00:00,2.55
3465,8,1695,6,2016-09-27,2016-09-27 13:00:00,2016-09-27 14:00:00,7.09
3466,10,7366,9,2016-09-28,2016-09-28 13:00:00,2016-09-28 14:00:00,3.08
3467,13,1976,6,2016-09-29,2016-09-29 13:00:00,2016-09-29 14:00:00,8.48
3468,10,7685,6,2016-09-30,2016-09-30 13:00:00,2016-09-30 14:00:00,4.75
3469,13,3470,3,2016-10-01,2016-10-01 13:00:00,2016-10-01 14:00:00,3.61
3470,8,4171,5,2016-10-02,2016-10-02 13:00:00,2016-10-02 14:00:00,2.83
3471,6,5569,7,2016-10-03,2016-10-03 13:00:00,2016-10-03 14:00:00,1.82
3472,5,5975,8,2016-10-04,2016-10-04 13:00:00,2016-10-04 14:00:00,1.03
3473,8,3455,2,2016-10-05,2016-10-05 13:00:00,2016-10-05 14:00:00,6.33
3474,16,6720,6,2016-10-06,2016-10-06 13:00:00,2016-10-06 14:00:00,7.71
3475,3,5750,3,2016-10-07,2016-10-07 13:00:00,2016-10-07 14:00:00,3.39
3476,19,3820,9,2016-10-08,2016-10-08 13:00:00,2016-10-08 14:00:00,4.22
3477,2,6948,5,2016-10-09,2016-10-09 13:00:00,2016-10-09 14:00:00,8.94
3478,10,7921,6,2016-10-10,2016-10-10 13:00:00,2016-10-10 14:00:00,6.16
3479,14,7107,1,2016-10-11,2016-10-11 13:00:00,2016-10-11 14:00:00,2.44
3480,7,7251,3,2016-10-12,2016-10-12 13:00:00,2016-10-12 14:00:00,8.33
3481,19,8373,9,2016-10-13,2016-10-13 13:00:00,2016-10-13 14:00:00,4.43
3482,4,739,6,2016-10-14,2016-10-14 13:00:00,2016-10-14 14:00:00,5.8
3483,5,3200,2,2016-10-15,2016-10-15 13:00:00,2016-10-15 14:00:00,8.29
3484,16,4077,7,2016-10-16,2016-10-16 13:00:00,2016-10-16 14:00:00,6.98
3485,4,7315,3,2016-10-17,2016-10-17 13:00:00,2016-10-17 14:00:00,3.28
3486,15,7135,7,2016-10-18,2016-10-18 13:00:00,2016-10-18 14:00:00,3.45
3487,15,7705,5,2016-10-19,2016-10-19 13:00:00,2016-10-19 14:00:00,7.74
3488,13,2218,8,2016-10-20,2016-10-20 13:00:00,2016-10-20 14:00:00,5.55
3489,8,5940,7,2016-10-21,2016-10-21 13:00:00,2016-10-21 14:00:00,1.33
3490,10,4629,10,2016-10-22,2016-10-22 13:00:00,2016-10-22 14:00:00,1.89
3491,3,5808,8,2016-10-23,2016-10-23 13:00:00,2016-10-23 14:00:00,8.97
3492,14,1485,8,2016-10-24,2016-10-24 13:00:00,2016-10-24 14:00:00,1.87
3493,9,2752,2,2016-10-25,2016-10-25 13:00:00,2016-10-25 14:00:00,1.42
3494,14,5767,10,2016-10-26,2016-10-26 13:00:00,2016-10-26 14:00:00,5.52
3495,14,5325,5,2016-10-27,2016-10-27 13:00:00,2016-10-27 14:00:00,4.06
